SOC_2020,ISCO-08,SOC2020_job_title,ISCO08_job_title
4134,4323,"Arts officers, producers and directors","Film, Stage and Related Directors and Producers"
3416,2654,Transport and distribution clerks and assistants,Transport Clerks
4131,4322,"Arts officers, producers and directors","Film, Stage and Related Directors and Producers"
2112,2132,Records clerks and assistants,Production Clerks
2133,2511,Biological scientists,"Farming, Forestry and Fisheries Advisers"
2112,2132,"IT business analysts, architects and systems designers",Systems Analysts
2112,2131,Biological scientists,"Farming, Forestry and Fisheries Advisers"
3111,3111,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2112,2131,Laboratory technicians,Chemical and Physical Science Technicians
2115,2632,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2113,2131,Social and humanities scientists,"Sociologists, Anthropologists and Related Professionals"
2113,2131,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2133,2511,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2119,2131,"IT business analysts, architects and systems designers",Systems Analysts
2133,2511,Natural and social science professionals n.e.c.,"Biologists, Botanists, Zoologists and Related Professionals"
2433,2120,"IT business analysts, architects and systems designers",Systems Analysts
2152,2133,"Actuaries, economists and statisticians","Mathematicians, Actuaries and Statisticians"
2129,2131,Environment professionals,Environmental Protection Professionals
2112,2131,Engineering professionals n.e.c.,"Biologists, Botanists, Zoologists and Related Professionals"
2259,2269,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2259,2269,Other health professionals n.e.c.,Health Professionals Not Elsewhere Classified
2112,2132,Other health professionals n.e.c.,Health Professionals Not Elsewhere Classified
2471,2622,Biological scientists,"Farming, Forestry and Fisheries Advisers"
2133,2511,Librarians,Librarians and Related Information Professionals
2113,2131,"IT business analysts, architects and systems designers",Systems Analysts
2113,2131,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2119,2131,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2151,2133,Natural and social science professionals n.e.c.,"Biologists, Botanists, Zoologists and Related Professionals"
2112,2131,Conservation professionals,Environmental Protection Professionals
2129,2149,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2259,3211,Engineering professionals n.e.c.,Engineering Professionals Not Elsewhere Classified
2259,2269,Other health professionals n.e.c.,Medical Imaging and Therapeutic Equipment Technicians
2482,2421,Other health professionals n.e.c.,Health Professionals Not Elsewhere Classified
2254,3211,Quality assurance and regulatory professionals,Management and Organization Analysts
2115,2633,Medical radiographers,Medical Imaging and Therapeutic Equipment Technicians
2152,2133,Social and humanities scientists,"Philosophers, Historians and Political Scientists"
2112,2132,Environment professionals,Environmental Protection Professionals
2119,2120,Biological scientists,"Farming, Forestry and Fisheries Advisers"
2112,2132,Natural and social science professionals n.e.c.,"Mathematicians, Actuaries and Statisticians"
2113,2131,Biological scientists,"Farming, Forestry and Fisheries Advisers"
2112,2131,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2112,2131,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2111,2113,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2114,2114,Chemical scientists,Chemists
2112,2132,Physical scientists,Geologists and Geophysicists
2113,2131,Biological scientists,"Farming, Forestry and Fisheries Advisers"
2114,2112,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2114,2111,Physical scientists,Meteorologists
2112,2131,Physical scientists,Physicists and Astronomers
2119,2131,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2115,2632,Natural and social science professionals n.e.c.,"Biologists, Botanists, Zoologists and Related Professionals"
2119,2131,Social and humanities scientists,"Sociologists, Anthropologists and Related Professionals"
2119,2131,Natural and social science professionals n.e.c.,"Biologists, Botanists, Zoologists and Related Professionals"
2254,3211,Natural and social science professionals n.e.c.,"Biologists, Botanists, Zoologists and Related Professionals"
2240,2250,Medical radiographers,Medical Imaging and Therapeutic Equipment Technicians
2112,2132,Veterinarians,Veterinarians
2113,2131,Biological scientists,"Farming, Forestry and Fisheries Advisers"
2112,2131,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2113,2131,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2112,2131,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2111,2113,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2114,2114,Chemical scientists,Chemists
2112,2132,Physical scientists,Geologists and Geophysicists
2113,2131,Biological scientists,"Farming, Forestry and Fisheries Advisers"
2114,2112,Biochemists and biomedical scientists,"Biologists, Botanists, Zoologists and Related Professionals"
2114,2111,Physical scientists,Meteorologists
2112,2131,Physical scientists,Physicists and Astronomers
2119,2131,Biological scientists,"Biologists, Botanists, Zoologists and Related Professionals"
5441,7314,Natural and social science professionals n.e.c.,"Biologists, Botanists, Zoologists and Related Professionals"
8112,8152,"Glass and ceramics makers, decorators and finishers",Potters and Related Workers
3432,3422,Textile process operatives,Weaving and Knitting Machine Operators
8239,9333,"Sports coaches, instructors and officials","Sports Coaches, Instructors and Officials"
8112,7318,Other drivers and transport operatives n.e.c.,Freight Handlers
8113,7535,Textile process operatives,"Handicraft Workers in Textile, Leather and Related Materials"
8112,7318,Chemical and related process operatives,"Pelt Dressers, Tanners and Fellmongers"
8139,7224,Textile process operatives,"Handicraft Workers in Textile, Leather and Related Materials"
8112,7318,Plant and machine operatives n.e.c.,"Metal Polishers, Wheel Grinders and Tool Sharpeners"
5441,7314,Textile process operatives,"Handicraft Workers in Textile, Leather and Related Materials"
5412,7536,"Glass and ceramics makers, decorators and finishers",Potters and Related Workers
8120,7224,Footwear and leather working trades,Shoemakers and Related Workers
8113,7535,Metal working machine operatives,"Metal Polishers, Wheel Grinders and Tool Sharpeners"
8139,7224,Chemical and related process operatives,"Pelt Dressers, Tanners and Fellmongers"
8112,7318,Plant and machine operatives n.e.c.,"Metal Polishers, Wheel Grinders and Tool Sharpeners"
8115,8121,Textile process operatives,"Handicraft Workers in Textile, Leather and Related Materials"
8115,8121,Metal making and treating process operatives,Metal Processing Plant Operators
3432,3422,Metal making and treating process operatives,Metal Processing Plant Operators
9223,9112,"Sports coaches, instructors and officials","Sports Coaches, Instructors and Officials"
5231,7231,Cleaners and domestics,"Cleaners and Helpers in Offices, Hotels and Other Establishments"
8139,8182,"Vehicle technicians, mechanics and electricians",Motor Vehicle Mechanics and Repairers
8119,7511,Plant and machine operatives n.e.c.,Steam Engine and Boiler Operators
5412,7536,Process operatives n.e.c.,"Butchers, Fishmongers and Related Food Preparers"
8120,7224,Footwear and leather working trades,Shoemakers and Related Workers
8132,8111,Metal working machine operatives,"Metal Polishers, Wheel Grinders and Tool Sharpeners"
9139,9329,Mining and quarry workers and related operatives,Miners and Quarriers
9139,9329,Elementary process plant occupations n.e.c.,Manufacturing Labourers Not Elsewhere Classified
8112,8151,Elementary process plant occupations n.e.c.,Manufacturing Labourers Not Elsewhere Classified
8119,8131,Textile process operatives,"Fibre Preparing, Spinning and Winding Machine Operators"
8120,7224,Process operatives n.e.c.,Chemical Products Plant and Machine Operators
5322,7114,Metal working machine operatives,"Metal Polishers, Wheel Grinders and Tool Sharpeners"
8152,9312,Floorers and wall tilers,"Concrete Placers, Concrete Finishers and Related Workers"
9259,9333,Road construction operatives,Civil Engineering Labourers
8132,8111,Elementary storage occupations n.e.c.,Freight Handlers
8113,8131,Mining and quarry workers and related operatives,Miners and Quarriers
3111,3212,Chemical and related process operatives,Chemical Products Plant and Machine Operators
3213,3259,Laboratory technicians,Medical and Pathology Laboratory Technicians 
8113,8131,Medical and dental technicians,Health Associate Professionals Not Elsewhere Classified
3213,3259,Chemical and related process operatives,Chemical Products Plant and Machine Operators
8111,8160,Medical and dental technicians,Health Associate Professionals Not Elsewhere Classified
5422,7322,"Food, drink and tobacco process operatives",Food and Related Products Machine Operators
8113,8131,Printers,Printers 
8132,8111,Chemical and related process operatives,Chemical Products Plant and Machine Operators
8111,8160,Mining and quarry workers and related operatives,Miners and Quarriers
8119,8121,"Food, drink and tobacco process operatives",Food and Related Products Machine Operators
8132,8111,Process operatives n.e.c.,Metal Processing Plant Operators
8134,3132,Mining and quarry workers and related operatives,Miners and Quarriers
8112,8159,Water and sewerage plant operatives,Incinerator and Water Treatment Plant Operators
8111,8160,Textile process operatives,"Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified"
}}}},}}}},"Food, drink and tobacco process operatives",Food and Related Products Machine Operators
8132,8111,}}}},}}}}
3412,2641,Mining and quarry workers and related operatives,Miners and Quarriers
8139,7223,"Authors, writers and translators",Authors and Related Writers
8120,7223,Plant and machine operatives n.e.c.,Metal Working Machine Tool Setters and Operators
8139,7223,Metal working machine operatives,Metal Working Machine Tool Setters and Operators
8120,7223,Plant and machine operatives n.e.c.,Metal Working Machine Tool Setters and Operators
8115,8121,Metal working machine operatives,Metal Working Machine Tool Setters and Operators
8115,8121,Metal making and treating process operatives,Metal Processing Plant Operators
8229,9312,Metal making and treating process operatives,Metal Processing Plant Operators
8115,8121,Mobile machine drivers and operatives n.e.c.,Civil Engineering Labourers
8112,8151,Metal making and treating process operatives,Metal Processing Plant Operators
5222,7222,Textile process operatives,"Fibre Preparing, Spinning and Winding Machine Operators"
5316,7115,"Tool makers, tool fitters and markers-out",Toolmakers and Related Workers
